Date,Cases,Deaths,Tests,Cases/Population,Diff Cases/Population,Deaths/Cases,Tests/Cases
2021-03-10,901948.0,22330.0,25430035.0,2.3994360202181433,0.007940941739824403,2.4757524824047508,2819.456886649785
2021-03-11,905071.0,22367.0,25543898.0,2.4077440808725723,0.008308060654429017,2.4712978318828025,2822.308747048574
2021-03-12,908645.0,22397.0,25664264.0,2.4172519287044425,0.009507847831870198,2.4648790231608606,2824.4544349003186
2021-03-13,911560.0,22426.0,25787862.0,2.4250066507049746,0.007754722000532066,2.4601781561279563,2828.9813067708105
2021-03-14,914204.0,22455.0,25901412.0,2.4320404362862464,0.007033785581271879,2.4562351510166223,2833.220156551492
2021-03-15,917994.0,22484.0,25996238.0,2.442122905027933,0.010082468741686501,2.4492534809595705,2831.852713634294
2021-03-16,921011.0,22509.0,26068778.0,2.450148975791434,0.008026070763500925,2.4439447520170767,2830.4524050201353
2021-03-17,924444.0,22543.0,26141455.0,2.4592817238627296,0.009132748071295715,2.4385468454552144,2827.8029821168184
2021-03-18,928117.0,22577.0,26250640.0,2.4690529396115988,0.009771215748869189,2.4325596880565703,2828.3761637810753
2021-03-19,932391.0,22605.0,26371705.0,2.480422984836393,0.011370045224794012,2.42441207604964,2828.3954907329653
2021-03-20,935714.0,22635.0,26492049.0,2.4892631018888,0.00884011705240706,2.4190083722162967,2831.2122080037275
2021-03-21,938856.0,22656.0,26592828.0,2.497621707901038,0.008358606012238035,2.413149620389069,2832.4714333188476
2021-03-22,943715.0,22695.0,26704383.0,2.5105480180899176,0.012926310188879686,2.4048573986849844,2829.708439518287
2021-03-23,947393.0,22715.0,26778301.0,2.5203325352487362,0.009784517158818673,2.3976322392080163,2826.5251062652987
2021-03-24,951589.0,22739.0,26858481.0,2.5314950784783186,0.011162543229582322,2.3895820569594646,2822.4875445176435
2021-03-25,956755.0,22771.0,26977663.0,2.545238095238095,0.013743016759776516,2.380024144112129,2819.70441753636
2021-03-26,961839.0,22809.0,27110501.0,2.5587629688747007,0.013524873636605594,2.371394796842299,2818.6111189086737
2021-03-27,966076.0,22830.0,27233666.0,2.5700345836658687,0.011271614791168005,2.363168115137939,2818.9982982705296
2021-03-28,970166.0,22855.0,27357887.0,2.5809151370045225,0.010880553338653787,2.355782412494357,2819.918137720761
2021-03-29,976479.0,22871.0,27466380.0,2.597709497206704,0.01679436020218139,2.342190666670763,2812.797817464584
2021-03-30,980365.0,22892.0,27550308.0,2.60804735301942,0.010337855812716068,2.3350486808484594,2810.209258796469
2021-03-31,989493.0,22960.0,27644520.0,2.6323304070231446,0.024283054003724658,2.3203802351305165,2793.8065251598546
2021-04-01,995249.0,22998.0,27772855.0,2.6476429901569567,0.015312583133812119,2.310778508694809,2790.5433715582735
2021-04-02,998882.0,23011.0,27912267.0,2.6573077946262305,0.009664804469273758,2.3036755092193073,2794.3507841767096
2021-04-03,1005978.0,23038.0,28046932.0,2.6761851556264964,0.018877361000265935,2.2901097240695125,2788.02637831046
2021-04-04,1009472.0,23060.0,28175556.0,2.6854801808991753,0.009295025272678892,2.2843625182273506,2791.1181290813415
2021-04-05,1017761.0,23083.0,28278838.0,2.7075312583133813,0.022051077414205977,2.2680177369736114,2778.5342531301553
2021-04-06,1028626.0,23132.0,28364201.0,2.7364352221335464,0.028903963820165135,2.2488251317777306,2757.4843529134982
2021-04-07,1036386.0,23160.0,28454447.0,2.7570790103751,0.02064378824155355,2.23468861987715,2745.545289110428
2021-04-08,1044733.0,23196.0,28578085.0,2.7792843841447192,0.022205373769619285,2.220280205564484,2735.4438885341997
